Topic,Speaker,Manx,English
part eleven 'reading',Peddyr Hayhurst,"Ta mee goaill soylley jeh lhaih ny pabyryn-naight Manninagh; ta shin geddyn bunnys ooilley ny pabyryn-naight Manninagh ayns y thie aym's, as s'mie lhiam lhaih shen. Cha nel traa aym's dy lhaih red erbee elley. My vees traa dy liooar aym's by vie lhiam lhiah yn Guardian; s'mie lhiam shen. Agh, my leshtal, cha nel mee lhaih lioaryn er cor erbee; ta mee ro skee tra ta traa dy liooar aym's dy yannoo shen. Choud's ta ny paitçhyn ayns nyn lhiabbee ta mee bunnys ayns my lhiabbee neesht, ta mee bunnys cho skee as shen. Cha noddym lhaih veg.","I enjoy reading the Manx newspapers; we get almost all the Manx newspapers in my house, and I like reading them. I don't have time to read anything else. If I have enough time I'd like to read the Guardian; I like that. But, sorry, I don't read books at all; I'm too tired when I have enough time to do that. When the kids are in their beds I'm almost in my bed too, I'm almost as tired as that. I can't read anything."
part eleven 'reading',Claudia Koenig,"Cha nel mee agh lhaih agh ny pabyryn Manninagh. Ta mee lhaih yn Roieder as yn Manninagh Seyr, as yn Brialtagh. Cha nel traa dy liooar aym son lhaih ny lioaryn agh s'mie lhiam lhaih lioaryn crauee, as s'mie lhiam lhaih yn Vible traa ta traa aym.","I only read the Manx papers. I read the Courier, and the Manx Independent, and the Examiner. I don't have enough time for reading books but I like reading religious books, and I like reading the Bible when I have time."
part eleven 'reading',Adrian Cain,"Aye, s'mie lhiam lhaih lioaryn as ta mee lhaih ram lioaryn, mychione shennaghys son y chooid smoo, mychione Mannin as buill elley, shen yn red s'mie lhiam. Agh s'mie lhiam lhaih ram reddyn, as s'mie lhiam lhaih ny pabyryn; pabyryn Manninagh, as ec yn jerrey-shiaghtin ta mee lhaih yn Guardian as yn Observer nish as reesht, as ny keayrtyn stoo voish Nherin gollrish yn Irish Times as yn lhied, but son y cooid smoo ta mee jeeaghyn er stoo er yn eddyr-voggyl, er linney; Guardian Online as stoo gollrish shen. Cha nel monney traa aym's son lhaih ny pabyryn nish agh s'mie lhiam kionnaghey pabyryn ec yn jerrey-shiaghtin. Ta shen y red s'mie lhiam jannoo. Hayley O'Meara Well, I don't read papers, it's just all rubbish. Aye. I don't- I don't like reading about the news, you know, but I like reading lots of books. I don't mind what I read, I just want to read.","Aye, I like reading books and I read a lot of books, about history for the most part, about the Isle of Man and other places, that's what I like. But I like reading lots of things, and I like reading the papers; Manx papers, and at the weekend I read the Guardian and the Observer now and then, and sometimes stuff from Ireland like the Irish Times and the like, but for the most part I look at stuff on the internet, online; Guardian Online and stuff like that. I don't have much time for reading the papers now but I like buying papers at the weekend. That's what I like doing. Well, cha nel mee son lhaih pabyryn, t'eh just all boghtynid. Aye. Cha nel mee- cha mie lhiam lhaih mychione yn naight, t'ou toiggal, agh s'nie lhiam lhaih ram lioaryn. S'cummey c'red ta mee lhaih, ta mee just geearree lhaih."
part eleven 'reading',Julie Matthews,"Cha nel mee rieau lhaih pabyryn er cor erbee; ta mee jeeaghyn trooid son ny jallooyn nish as reesht my ta art er lheh ayn, agh share lhiam lhaih lioaryn tra ta mee lhaih, as s'mie lhiam lioaryn bentyn rish shennaghys, tra ta skeeal kianglt lesh shennaghys, as stoo gollrish - cre'n aght t'ou gra? - dunverys, stoo bentyn rish dunverys as meoir-shee, y lhied shen, as stoo sci-fi neesht; s'mie lhiam ny lioaryn gollrish shen neesht.","I never read papers at all; I look through them for pictures now and then if there's a special article, but I prefer reading books when I read, and I like books about history, when the story is connected with history, and stuff like - how do you say? - murder, stuff about murder and police, that sort of thing, and sci-fi too; I like books like that."
part eleven 'reading',Maralyn Crellin,"Cha nel mee lhaih ad. Ta mee jeeaghyn er y Roieder, as er y Vrialtagh, as ta mee jeeaghyn orroo dy eddyn magh quoi ta er n'gheddyn baase, as s'mie lhiam yn ayrn ayns y Vrialtagh raad t'ad loayrt mychione traaghyn t'er n'gholl shaghey er yn Ellan, as ta shenn cho-chaslyssyn er shen, as s'mie lhiam shen. Agh share lhiam lhaih lioaryn na pabyryn naight.","I don't read them. I look at the Courier, and the Examiner, and I look at them to find out who has died, and I like the part in the Examiner where they talk about the old times on the Island, and there are old photos there, and I like that. But I prefer reading books to papers."
part eleven 'reading',Ealee Sheard,"Well, ta mee lhaih yn pabyr Manninagh Seyr ny keayrtyn, agh ta mee lhaih lioaryn, sorçh dy, c'red t'eh? Shennaghys, lesh shennaghys, so t'ad- ta skeeal ayn as cha nel yn skeeal kiart agh ta'n shennaghys ooilley kiart. S'mie lhiam stoo myr shen. As stoo gollrish Lord of The Rings as yn lhied myr shen, as Robert Jordan; t'eshyn just yindyssagh. S'mie lhiam escapail ayns lioar. As ta mee geaishtagh rish lioar audio nish, shen- ta ny smoo traa son shen; foddym jannoo shen choud's ta mee shooyl ny red erbee, so, ny smoo aasagh.","Well, I read the Manx Independent sometimes, but I read books, sort of, what is it? History, with history, so they're- there's a story and the story isn't right but the history is all right. I like stuff like that. And stuff like Lord of The Rings and the like, and Robert Jordan; he's just great. I like escaping in a book. And I'm listening to an audio book now, that's- I have more time for that; I can do that while I'm walking or anything, so, easier."
part eleven 'reading',Cathy Clucas,"Cha mie- cha nel mee lhaih pabyr-naight er cor erbee; foddee yn Roieder, shen eh. My ta traa aym, ny keayrtyn s'mie lhiam lhaih yn pabyr-naight ec yn kione-shiaghtin; the Guardian. But cha nel- cha mie lhiam yn Guardian nish; ny keayrtyn ta kuse dy artyn- cha nel eh feer vie. T'eh gaase ny smessey, or foddee ta mish caghlaa. Cha s'aym. Ta sleih ta screeu ny artyn, er lhiam's cha nel eh feeu monney ny keayrtyn. Er lhiam's bee ny share lhaih red erbee gollrish Internationalist; foddee shen bee ny share. So cha nel mee lhaih monney pabyr-naight nish. Lhaih lioaryn; share lhiam lhaih skeealyn mychione reddyn ta kiart, ta firrinys- cha nel mee shickyr yn fockle son fiction. Cha mie- neeym lhaih fiction agh share lhiam non-fiction.","I don't like- I don't read any newspaper; maybe the Courier, that's it. If I have time, Sometimes I like reading the newspaper at the weekend; the Guardian. But I don't- I don't like the Guardian now; sometimes there are a few articles- It's not very good. It's getting worse, or maybe I'm changing. I don't know. The people who write the articles, I think they are aren't worth much sometimes. I think it will be better reading something like Internationalist; maybe that will be better. So I don't read many newspapers now. Reading books; I prefer stories that are right, there's truth- I'm not sure about the word for fiction. I don't like- I'll read fiction but I prefer non-fiction."
part eleven 'reading',Aalin Clague,"Cha nel monney traa ayms son lhaih yn pabyr-naight er lhimmey jeh Jesarn, ta shin goaill yn Guardian ny keayrtyn, agh s'mie lhiam lhaih lioaryn as ta mee lhaih dagh laa, as cha leah as t'ad screeuit dy mie s'cummey dou cre'n sorçh dy lioaryn t'ad, agh skeealyn son y chooid smoo.","I don't have much time for reading the newspaper except for Saturday, we get the Guardian sometimes, and I like reading books and I read every day, and as long as they're well written it doesn't matter to me what sort of books they are, and stories for the most part."
part eleven 'reading',Phil Gawne,"Son yn chooid smoo ta mee lhaih pabyryn bentyn rish yn obbyr aym's, bunnys- well, foddym's ceau dagh minnid jeh dagh laa lhaih pabyryn veih yn oik, so nish as reesht tra ta mee abyl scapeil s'mie lhiam, well, s'mie lhiam lhaih lioaryn mychione buill elley. C'red t'ad gra rish? Lioaryn mychione turryssyn as lhied myr shen; ta shen anaasagh dou, agh, gyn ourys, cha nel mee lhaih monney er lhimmey jeh yn stoo bentyn rish yn obbyr aym's.","For the most part I read papers concerning my work, almost- well, I can spend every minute of every day reading papers from the office, so now and then when I'm able to escape I like, well, I like reading books about other places. What do they call it? Books about travels and the like; that's interesting to me, but, certainly, I don't read much except for the stuff connected with my work."
part eleven 'reading',Phil Kelly,"Well, pabyryn-naight, ta mee geddyn yn naight voish yn iPad nish, voish yn eddyr-voggyl; cha nel mee kionnaghey pabyr-naight, she pabyr lectragh nish, foddee. Shen eh.","Well, newspapers, I get the news from the iPad now, from the Internet; I don't buy newspapers, it's electric paper now, probably. That's it."
part eleven 'reading',Geoff Pickles,"Well, pabyr-naight, ta mee lhaih yn Daily Telegraph dagh laa. Myrgeddin, ta earish-lioar enmyssit The Oldie dagh mee; ta shen feer feer aitt. Lioaryn, well cha nel mee shickyr. Dy chooilley sorçh: shennaghys, as drama, as red erbee myr shen.","Well, newspaper, I read the Daily Telegraph every day. Also, there's a magazine called The Oldie every month; that's very very funny. Books, well I'm not sure. All sorts: history, and drama, and anything like that."
part twelve 'good and bad',Davy Quillin,"Well, er lhiam's dy vel ad troggal thieyn dy liooar ec y traa t'ayn. Ta kuse jeu kiart dy liooar agh ta kuse jeu, well, lhig dooin gra, bee ad ny share ayns Las Vegas ny California, boayl myr shen. Agh ta obbyr ec dy chooilley dooinney t'ayn ec y traa t'ayn as t'ad foddey ny share; cha nel ny sleih aegey goll ersooyl ec y traa t'ayn myr v'ad bleeantyn er dy henney, as t'ad cummal ayns Mannin; ta shen red vie, agh er lhiam's dy vel yn reiltys. . . adsyn, t'ad beggan goit er argid, as cha mie lhiam's yn, traa t'ad loayrt mychione yn sheshaght ta jannoo, myr t'ad gra ayns y Vaarle, betting. Cha s'aym. T'ad bunnys cho olk as adsyn ta jannoo delladys ayns druggyn, er my hon.","Well, I think that they're building enough houses at the moment. Some of them are alright but some of them, well, let's say, they'll be better in Las Vegas or California, somewhere like that. But everyone here has work at the moment and it's far better; the young people aren't going away at the moment like they were years ago, and they're living on the Isle of Man; that's a good thing, but I think that the government. . . those, they're a bit addicted to money, and I don't like the, when they're talking about the company that does, as they say in English, betting. I don't know. They're almost as bad as those who deal drugs, for me."
part twelve 'good and bad',Peddyr Hayhurst,"S'mie lhiam yn çheer ayns Mannin. S'mie lhiam yn ooir glen, as s'mie lhiam just soie as jeeaghyn er y keayn as clashtyn rish ny ushaghyn. S'mie lhiam shen. Yindyssagh. S'mie lhiam my chaarjyn ayns Purt le Moirrey as ayns y keeill. Cha mie lhiam Doolish. Ta Doolish smooinaghtyn dy vel eh scanshoil erskyn towse. Ta dagh pheiagh ayns Doolish gimman mygeayrt as ratçhal mygeayrt dy tappee, as t'ad just smooinaghtyn dy vel ad yn ayrn jeh çheer mooar gollrish Sostyn ny red myr shen. Cha nel eh anchasley, cha nel eh ny boayl Manninagh er cor erbee. Cha nel cultoor Manninagh goll er ayns Doolish; t'eh just boayl gyn annym, er lhiam's. Agh s'mie lhiam yn Jiass, s'mie lhiam yn çheer. S'mie lhiam- foddee nagh vel mee ayns cordail rish dagh red ta jeant ec Tynvaal, ec yn reiltys, agh s'mie lhiam yn aght vel Tinvaal ayn, as dy vel eh yn reiltys ain, as foddym loayrt rish olteynyn yn Kiare as Feed, as cha nel eh gollrish Sostyn raad t'ad just cur breagyn da ooilley yn sleih; fod oo loayrt rish ny politickeyryn ayns shoh, as s'mie lhiam shen. S'mie lhiam yn aght ayns Mannin ta she just un çheer, ta shennaghys just bentyn rish yn çheer shoh, ta cultoor, ta arraneyn, ta çhengey bentyn rish yn boayl shoh; ta shen feer scanshoil dou. Tra va mee cummal ayns Sostyn ta shennaghys goll mygeayrt agh cha nel eh shennaghys jeh Leicester, t'eh just shennaghys jeh Sostyn, as t'eh ro vooar er my hon. S'mie lhiam Mannin er y fa dy vel eh er ellan, as ta boayl yn çheer hene.","I like the country in the Isle of Man. I like the clean earth, and I like just sitting and watching the sea and listening to the birds. I like that. Wonderful. I like my friends in Port St. Mary and in the church. I don't like Douglas. Douglas thinks that it's really important. Everyone in Douglas drives around and races around quickly, and they just think that they are part of a big country like England or something like that. It's not different, it's not a Manx place at all. There's no Manx culture in Douglas; it's just a soulless place, I think. But I like the South, I like the country. I like- maybe I don't agree with everything done by Tynwald, by the government, but I like the way that we have Tynwald, and that it's our government, and I can speak to members of the House of Keys, and it's not like England where they just tell lies to all the people; you can talk to the politicians here, and I like that. I like the way in the Isle of Man that it's just one country, there is history just to do with this country, there's culture, there are songs, there's a language connected to this place; that's very important to me. When I lived in England there's history around but it's not just the history of Leicester, it's just the history of England, and it's too big for me. I like the Isle of Man because it's an island, and the place is its own country."
part twelve 'good and bad',David Fisher,"Well, ny reddyn s'mie lhiam. Ta rouyr dy cur ennym da, agh yn soaral jeh yn aittin, ny ny sleityn, as yn speyr tra ta'n grian goll sheese, as eer yn fliaghey, ta yindyssagh, tra t'eh feer feer geayagh t'eh yindyssagh, as red erbee myr shen. As reddyn nagh mie lhiam, ta rouyr dy leih goll mygeayrt ayns gleashtanyn. Ta'n Ellan caghlaa, ta dagh corneil yn theihll caghlaa, as foddee dy vel rouyr dy leih er yn theihll ny laghyn shoh, agh ta dy kinjagh sheean, feiyral, as cha noddym jannoo lesh shen. Ta rouyr dy leih goll mygeayrt ayns gleashtanyn as roaryn-bree as dy chooilley red myr shen. Nagh vod ad shooyl ny keayrtyn as- veagh shen foddey ny share. Agh cha nel, ta'n Ellan just mie er my hon. Cha nel mee ayns feme jeh laghyn seyr ayns boayl erbee elley er yn theihll; ta mee gennal dy liooar ayns shoh.","Well, the things I like. There are too many to name, but I like the smell of the gorse, or the hills, and the sky when the sun is setting, and even the rain, it's great, when it's really windy it's great, and anything like that. And things I don't like, there are too many people going about in cars. The Island is changing, every corner of the world is changing, and there are probably too many people in the world these days, but there's always noise, noisy, and I can't be doing with that. There are too many people going about in cars and motorbikes and everything like that. Can't they walk sometimes and- that would be far better. But no, the Island is just good for me. I don't need holidays anywhere else in the world; I'm happy enough here."
part twelve 'good and bad',Peddyr Cubberley,"Ayns Mannin, well s'mie lhiam yn çheer hene, s'mie lhiam yn reayrt çheerey, s'mie lhiam ny Manninee, s'mie lhiam yn cultoor as yn shennaghys, reeshtagh, s'mie lhiam yn kiunys. S'yindyssagh yn kiunys dou, agh cha mie lhiam- s'mie lhiam yn emshyr 'sy tourey agh cha mie lhiam yn aght t'eh ro harroogh. Cha mie lhiam kegeesh T.T.; ta mee goaill aggle er ny raaidyn. Roaryn bree . . . ""Bannee mee, shen agglagh!"" So s'mie lhiam yn shiaghtin ny lurg, t'ou toiggal, choud's t'eh kiune reesht, choud's ta'n joan erash er y laare, t'ou toiggal. Agh ta ram reddyn mychione Mannin s'mie lhiam, as ta ram reddyn nagh mie lhiam, agh cha noddym gra, ghooinney.","On the Isle of Man, well I like the country itself, I like the landscape, I like the Manx people, I like the culture and the history, again, I like the calmness. The calmness is wonderful for me, but I don't like- I like the weather in the summer but I don't like the way it's too busy. I don't like T.T. fortnight; I'm terrified on the roads. Motorbike . . . ""Bloody hell, that's terrifying!"" So I like the week after, you know, while it's calm again, while the dust has settled, you know. But there are lots of things about the Isle of Man I like, and lots of things I don't like, but I can't say, fella."
part twelve 'good and bad',Claudia Koenig,"Well, s'mie lhiam yn çheer - ta shen yindyssagh - s'mie lhiam ny crink, as yn keayn, as yn slyst, as ny glionyn, as ooilley shen, ta shen yindyssagh tra ta'n grian ayn; as s'mie lhiam yn sleih ta cummal ayns shoh; ta'n chooid smoo jeh yn sleih feer chenjal, as s'mie lhiam ny tradishoonyn Manninagh, s'mie lhiam yn kiaull, as ny rinkaghyn, as ny arraneyn. Cha mie lhiam ooilley yn stoo politickagh; ta mee beggan boirit mychione yn reiltys ec y traa t'ayn agh foddee nagh lhisin gra shen!","Well, I like the country - that's great - I like the hills, the sea, the coast, and the glens, and all that, that's great when it's sunny; and I like the people that live here; most people are very kind, and I like the Manx traditions, I like the music, and the dances, and the songs. I don't like all the political stuff; I'm a bit worried about the government at the moment but I probably shouldn't say that!"
part twelve 'good and bad',Adrian Cain,"Well, s'mie lhiam Mannin, gyn dooyt erbee, as s'mie lhiam yn çheer, s'mie lhiam goll magh shooyl, ta my caarjyn ayns shoh, ta my lught-thie ayns shoh, so shen red s'mie lhiam mychione Mannin. Va mee ruggit as troggit ayns Mannin ec jerrey yn laa, as ta mee maynrey dy vel mee cummal ayns shoh nish. Gyn dooyt erbee ta red ny ghaa ayn nagh mie lhiam mychione yn Ellan shoh; cha mie lhiam- well, tra va mee ayns Lunnin v'eh feer vie; cha row mee feme gleashtan; va mee goll mygeayrt er barrooseyn, as er y Fo-halloo, t'ou toiggal, as nish shegin dooin goll boayl erbee ayns gleashtan as cha mie lhiam shen, cha mie lhiam just goll, gimman mygeayrt ayns gleashtanyn; cha nel mee coontey ram jeh shen. As red elley nagh mie lhiam, shen nagh vel monney shappyn ayns Purt le Moirrey nish; ta dy chooilley red ayns Doolish as cha mie lhiam shen. S'bastagh dy vel dy chooilley red ayns Doolish.","Well, I like the Isle of Man, definitely, and I like the country, I like going out walking, my friends are here, my family is here, so that's something I like about the Isle of Man. I was born and raised here at the end of the day, and I'm happy that I'm living here now. Certainly there are a few things I don't like about this Island; I don't like- well, when I was in London it was very good; I didn't need a car; I went about on buses, and on the Underground, you know, and now we have to go anywhere in a car and I don't like that, I don't like just going, driving about in a car; I don't think much of that. And another thing I don't like, that's that there aren't many shops in Port St. Mary now; everything is in Douglas and I don't like that. It's a shame that everything is in Douglas."
part twelve 'good and bad',Dot Saunders,"Well, s'mie lhiam yn çheerey, as s'mie lhiam dy vel Mannin sauçhey. S'mie lhiam shooyl my lomarcan, as ta mee gennaghtyn sauçhey ooilley'n traa. Er lhiam dy vel eh yn boayl sauçhey. As s'mie lhiam jeeaghyn er reayrtyn aalin, as s'mie lhiam yn keayn; foddym clashtyn yn keayn voish my hie shoh tra da'n dorrys foshlit, t'eh feer vie. Cre mychione cha mie lhiam? Cha mie lhiam dy vel eh doillee dy cur shilley er my lught-thie ayns Sostyn. T'eh mie dy liooar my ta ooilley my lught-thie ayns Sostyn mie, agh my ta doilleeid ayn t'eh doillee dy cur shilley ad gyn geddyn er y vaatey er yn etlan; cha nel eh aashagh dy goll ersooyl as t'eh feer costyllagh dy goll ersooyl. Jamys O'Meara Well, the best thing, that's Druidale cheese, probably; I like Manx cheese, and herring, I like herring, and Peel girls. I like lots of things about the Isle of Man: I like Manx cats, and loaghtan sheep, and everything. I don't like yellow houses; I have a sort of thing about yellow houses; they vex me. Everywhere you go there are yellow houses like piss, aren't they? I would rather white houses, or stone, like in olden times.","Well, I like the country, and I like that the Isle of Man is safe. I like walking on my own, and I feel safe all the time. I think it's a safe place. And I like looking at the beautiful views, and I like the sea; I can hear the sea from my house when the door is open, it's very good. What about I don't like? I don't like that it's difficult to visit my family in England. It's alright if all my family in England are O.K., but if there's any difficulty it's difficult to visit them without getting on the boat or the plane; it's not easy to go away and it's very expensive. Well, yn red share, shen caashey Druidale, foddee; s'mie lhiam caashey Manninagh, as skeddan, s'mie lhiam skeddan, as mraane Phurt ny hInshey. S'mie lhiam ram reddyn ayns Mannin: s'mie lhiam stubbinyn, as loaghtanyn, as dy chooilley red. Cha mie lhiam thieyn bwee; ta sorçh dy red aym mychione thieyn bwee, t'ad cur yn olk orrym. Ta dagh boayl t'ou goll huggey ta thieyn bwee ayn gollrish mooin, nagh vel? Bare lhiam thieyn bane, ny clagh, gollrish yn çhenn earish."
part twelve 'good and bad',Phil Kelly,"Well, s'mie lhiam ram reddyn; s'mie lhiam yn sleih ayns Mannin, as s'mie lhiam yn çhengey as yn cultoor, as yn kiaull Manninagh, agh ta ram reddyn ta me noi, ta mee noi son- well, ta mee noi yn reiltys myr t'eh currit er bun nish, ta mee noi yn aght ta sleih goll er reih ayns y reiltys, as ta mee noi yn aght ta'n reiltys gobbraghey fo smaght Sostyn, as ta mee noi stoo gollrish yn Benrein, 'Çhiarn Vannin', as yn lhied myr shen. Ta mee slane noi yn cooish.","Well, I like lots of things; I like the people on the Isle of Man, and I like the language and the culture, and the Manx music, but there are lots of thing I'm against, I'm against for- well, I'm against the government as it's established now, I'm against the way people are chosen in the government, and I'm against the way the government works under the control of England, and I'm against stuff like the Queen, 'Lord of Man', and things like that. I'm totally against it."
part twelve 'good and bad',Doona Lambden,"Ta reayrt aalin dy chooilley voayl. As s'mie lhiam Gaelg. As ta'n peiagh ayns shen- ayns shoh, t'eh ooilley feer vie.","There are beautiful views everywhere. And I like Manx. And people there- here, are all really good."
part thirteen 'Manx today',Davey Quillin,"Well, myr dooyrt mee hannah, tra va mish aeg v'eh doillee feddyn dooinney as- va kuse dy shenn deiney ayn as shenn mraane as Gaelg oc agh v'eh doillee feddyn dooinney dy jannoo coloayrtys mayrt. Agh ec y traa t'ayn ta ram sleih as foays oc ayns y Ghaelg, ta ram sleih laccal gynsaghey Gaelg ec y traa t'ayn, as bleeantyn er dy henney va ram sleih noi yn Ghaelg er yn oyr nagh row Gaelg oc, er lhiam, agh v'ad ooilley noi eh. ""T'ou jummal dty traa, cha cosney eh ping er dty hon,"" as ooilley stoo myr shen, agh cha nel ad gra myr shoh, boghtynid myr shoh nish. Ta kuse dy sleih aegey feer feer flaaoil, foddey ny share na mee hene er y Ghaelg, er lhiam's, ansherbee, as t'eh jannoo foays da my chree clashtyn adsyn jannoo nyn gooid share dy gynsaghey y ghlare.","Well, as I've said already, when I was young it was difficult to find someone and, there were a few old men and old women who spoke Manx but it was difficult to find someone to have a conversation with you. But now there are lot of people interested in Manx, there are a lot of people learning Manx at the moment, and years ago lots of people were against Manx because they couldn't speak it, I think, but they were all against it. ""You're wasting your time, it won't earn you a penny,"" and things like that, but they don't say thing like this, rubbish like this now. A few young people are really fluent, far better than me, at the Manx I think, anyway, and it gives me great pleasure to hear them doing their best to learn the language."
part thirteen 'Manx today',Peddyr Hayhurst,"Er lhiam's dy vel yn Gaelg jiu ny share na'n Gaelg son bleeantyn as bleeantyn, keead blein nish. Tra haink mee dys yn Ellan cha row monney Gaelg goll er loayrt ec yn traa shen, as cha noddym dreamal er Y Vunscoill er yn aght dy vel my ven gobbragh da'n Gaelg as geddyn argid son ny neesht. S'yindyssagh dy vel yn reiltys smooinaghtyn dy vel yn Gaelg scanshoil dy liooar dy cur argid da, as t'eh yindyssagh dy vel yn sleih jannoo ymmyd jeh yn argid dy mie, gynsaghey ny paitçhyn. S'yindyssagh dy akin ny paitçhyn voish y Vunscoill jannoo ymmyd jeh yn çhengey, just loayrt cooidjagh ayns aght bunneydagh; she feer vie shen. As s'mie lhiam lhaih as fakin Gaelg er yn co-earrooder, as er Learn Manx, as er Youtube. T'eh just ayns aght slayntoil, as ta shen jannoo foays da my chree.","I think that Manx today is better than Manx for years and years, a hundred years now. When I came to the Island not much Manx was being spoken at that time, and I couldn't dream of a Bunscoill in the way my wife works for Manx and getting paid for it too. It's great that the government thinks that Manx is important enough to give money to it, and it's great that people are using the money well, teaching children. It's great to see the kids from the Bunscoill using the language, just talking together in a basic way; that's very good. And I like reading and seeing Manx on the computer, and on Learn Manx, and on Youtube. It's just in a healthy state, and it's encouraging."
part thirteen 'Manx today',David Fisher,"Tra ren mee goaill toshiaght er y Ghaelg va fys aym er dagh pheiagh va loayrt Gaelg, as v'eh myr shen, foddee shen, loayrt Gaelg ec y traa shen, as keayrt dy row va mee shooyl trooid Rhumsaa marish Mike Bolton, Gaelgeyr neesht, as ren eh gyllagh magh, ""Fastyr mie, ghooinney!"" as ren mee jeeaghyn mygeayrt as cha row fys aym quoi v'eh loayrt rish, as va dooinney veih Onchan nagh nhione dou enmyssit Alex red ennagh, as v'eh loayrt Gaelg rishyn, as dooyrt mee, ""Cha row fys aym dy row sleih er yn Ellan as Gaelg as nagh nhione dou,"" as, ""Ta mee er ve gynsaghey Gaelg rish bleeantyn,"" dooyrt eh, as va shen yn kied keayrt honnick mee peiagh nagh nhione dou loayrt Gaelg. Nish ta thousaneyn jeu. Shen yindyssagh, shen yindyssagh dy bollagh. Ta sleih çheet dys yn oik aym ny keayrtyn as t'ad loayrt Gaelg dou as cha nhione dou adsyn. Keayrt dy row va saggyrt çheet stiagh as dooyrt eh, ""Vod oo çhellvaney taxi er my hon, my saillt?"" as dooyrt mee, ""Craad t'ou goll?"" ""Rhumsaa."" ""As cre'n boayl ayns Rhumsaa?"" ""Gys yn kerrin ayns Rhumsaa."" As ren mee çhellvane as feddyn magh yn ennym echey, as traa dooyrt eh yn ennym va mee smooinaghyn, ""Ta mee er clashtyn jeh'n dooinney shoh."" Va'n saggyrt ayns keeill Methodagh ayns Rhumsaa, v'eh gynsaghey Gaelg, as va blass feer Sostynagh echey as va Gaelg yindyssagh, as va mee smooinaghyn, ""Shen yn aght lhisagh eh ve."" As ta'n scoill ayns Balley Keeill Eoin jannoo yindyssagh, ta'n Bunscoill jannoo yindys- yn red, cre'n ennym er? Yn bunscoill son adsyn roish ta'd goll gys yn scoill. Mooinjer Veggey. Mooinjer Veggey jannoo reddyn yindyssagh. Yn kiaull ta jannoo ymmyd jeh Gaelg, ram kiaulleyderyn. Cha nel eh agh just yn çhengey agh dy chooilley nhee, yn rinkey, yn kiaull, yn çhengey. T'eh foddey foddey share na foddym rieau smooinaghtyn dy oddagh eh ve tra va mish gynsaghey Gaelg. T'ee yindyssagh, ghooinney, yindyssagh. As ram obbyr, jeant ort hene ny neesht, as sleih myr oo hene ta jannoo ram reddyn. Ec yn toshiaght v'ad gra, ""Cha nee shen gobbragh, cha bee sleih dy liooar gynsaghey Gaelg, cha nel dy liooar ayn"" as nish ta palçhey ayn, eer sleih nagh row smooinaghtyn er jannoo ymmyd jeh Gaelg ta gynsaghey Gaelg da sleih; ren adsyn gynsaghey as nish t'ad gynsaghey da sleih. Yindyssagh.","When I started with Manx I knew everyone that spoke Manx, and it was like that, probably that, speaking Manx at that time, and one time I was walking through Ramsey with Mike Bolton, a Manx speaker too, and he called out, ""Good afternoon, fella!"" and I looked around and I didn't know who he was talking to, and it was a man from Onchan I didn't know called Alex something, and he was speaking Manx to him, and I said, ""I didn't know there were people on the Island who speak Manx that I didn't know,"" and, ""I've been learning Manx for years,"" he said, and that was the first time I saw someone I didn't know speaking Manx. Now there are thousands of them. It's great, it's really great. People come to my office sometimes and they speak Manx to me and I don't know them. Once a priest came in and he said, ""Can you call a taxi for me, please?"" and I said, ""Where are you going?"" ""Ramsey."" ""And where in Ramsey?"" ""To the square in Ramsey."" And I called and found out his name, and when he said the name I thought, ""I've heard of this man."" He was the minister in a Methodist church in Ramsey, he was learning Manx, and he had a strong English accent and wonderful Manx, and I thought, ""That's how it should be."" And the school in St Johns is doing great, the Bunscoill is doing great- the thing, what's it called? The primary school for those before they go to school. Mooinjer Veggey. Mooinjer Veggey doing great things. The music that uses Manx, lots of musicians. It's not just the language but everything, the dancing, the music, the language. It's much better that I ever thought it could be when I was learning Manx. It's wonderful, fella, wonderful. And a lot of work, done by yourself, and people like you who do a lot of things. At the start they said, ""This won't work, there won't be enough people learning Manx, there aren't enough"" and now there are plenty, even people who weren't thinking of using Manx are teaching people; they learned and now they're teaching people. Wonderful."
part thirteen 'Manx today',Peddyr Cubberley,"Er lhiam dy vel eh foddey ny share ayns un aght er yn oyr dy vel yn eddyr-voggyl ayn, so fod sleih geddyn greim jeh foddey s'aasey, t'ou toiggal. Tra va mish gynsaghey bunnys daeed bleeaney er dy henney cha row agh coloayrtys goll er, cha row yn eddyr-voggyl ayn, va lioar ny jees ayn agh cha row monney jeusyn ayn, t'ou toiggal, so ta'n Gaelg, t'eh ry-gheddyn foddey share nish so shen red feer vie, ghooinney. As nish ta mee clashtyn rish yn radio, ta smoo claareyn Gaelgagh ayns Radio Vannin as y lhied, so s'mie lhiam shen, shen foddey share. She.","I think that it's much better in one way because you've got the Internet, so people can get hold of it much easier, you know. When I was learning almost forty years ago there was only conversation going on, there was no Internet, there were a few books but there weren't many of them, you know, so Manx, it's more easily available now so that's a really good thing, fella. And now I listen to the radio, there are more Manx programmes on Manx Radio and the like, so I like that, that's much better. Yeah."
